Filename,Classification,html
dalton11montholdwithdiseasedtissuearoundanusandgroin.jpg,Dermatology,dalton11montholdwithdiseasedtissuearoundanusandgroin.html
Copyofdalton1856sores.jpg,Dermatology,Copyofdalton1856sores.html
450pxMrsBennettcuredofskindiseaseWellcomeL0051293.jpg,Dermatology,450pxMrsBennettcuredofskindiseaseWellcomeL0051293.html
STDAnguishedMan11024x512.jpg,Psychiatry,STDAnguishedMan11024x512.html
JEANLOUISTHEODOREGERICAULTLaBalsadelaMedusaRaftofMedusaMusedelLouvre181819.jpg,Psychiatry,JEANLOUISTHEODOREGERICAULTLaBalsadelaMedusaRaftofMedusaMusedelLouvre181819.html
TheodoreGericaultPortaitofaChildSnatcher1822.jpg,Psychiatry,TheodoreGericaultPortaitofaChildSnatcher1822.html
FranciscoGoyayLucientesThesleepofreasonproducesmonstersc1799.jpeg,Psychiatry,FranciscoGoyayLucientesThesleepofreasonproducesmonstersc1799.html
40WilliamHograthARakesProgressTomRakewellendsupinBethlehemHospitalMadhouse1735Madhousepg167.jpg,Psychiatry,40WilliamHograthARakesProgressTomRakewellendsupinBethlehemHospitalMadhouse1735Madhousepg167.html
BandagedEarbyVincentvanGogh1889.jpeg,Psychiatry,BandagedEarbyVincentvanGogh1889.html
aclinicallessonwithdoctorcharcotatthesalpetriere1887pierreandrebrouillet.jpg,Psychiatry,aclinicallessonwithdoctorcharcotatthesalpetriere1887pierreandrebrouillet.html
PanelofaRomanmosaicdepictingthemadnessofHeraclesHerculesfurensfromtheVillaTorredePalmanearMonforte3rd4thcenturyCE.jpg,Psychiatry,PanelofaRomanmosaicdepictingthemadnessofHeraclesHerculesfurensfromtheVillaTorredePalmanearMonforte3rd4thcenturyCE.html
AlbrechtDurerMelancoliaEngravingonpaper.jpeg,Psychiatry,AlbrechtDurerMelancoliaEngravingonpaper.html
CopyofEFLambertandFCAnOldMaidsSkullPhrenologisedHunt1830.jpg,Psychiatry,CopyofEFLambertandFCAnOldMaidsSkullPhrenologisedHunt1830.html
SalvadorDalihysteriasnail.jpg,Psychiatry,SalvadorDalihysteriasnail.html
39VincentvanGoghCorridorintheAsylum1889DesolationandConfinementpg159.jpg,Psychiatry,39VincentvanGoghCorridorintheAsylum1889DesolationandConfinementpg159.html
TheodoreGericaultPortraitsoftheInsane1822.jpeg,Psychiatry,TheodoreGericaultPortraitsoftheInsane1822.html
StGulthricexpelsademon1210.jpg,Psychiatry,StGulthricexpelsademon1210.html
CopyofthyroidhysteriaAndreBrouilletUneleconcliniquealaSalpetriere1887.jpg,Psychiatry,CopyofthyroidhysteriaAndreBrouilletUneleconcliniquealaSalpetriere1887.html
cropped1888theladyofshalott.jpg,Psychiatry,cropped1888theladyofshalott.html
27GeorgeBellowsDanceinaMadhouse1917MentalHealthpg127.jpg,Psychiatry,27GeorgeBellowsDanceinaMadhouse1917MentalHealthpg127.html
CopyofJamesNorrisGeorgeArnald1815.jpg,Psychiatry,CopyofJamesNorrisGeorgeArnald1815.html
CopyofJeanEtienneDominiqueEsquirolInsanePatientinaStraitjacketAmbroiseTardieu17881841fromMentalMaladies1838.jpg,Psychiatry,CopyofJeanEtienneDominiqueEsquirolInsanePatientinaStraitjacketAmbroiseTardieu17881841fromMentalMaladies1838.html
28PlatefromEDEsquirolDesmaladiesmentalesconsidereessouslesrapportsmedicalmhygieniqueetmedicolegal1838Madnesspg129.jpg,Psychiatry,28PlatefromEDEsquirolDesmaladiesmentalesconsidereessouslesrapportsmedicalmhygieniqueetmedicolegal1838Madnesspg129.html
CopyofCopyofSalvadorDaliInvisibleLionHorseSleepingWomanHysterianeedtofindsource.jpg,Psychiatry,CopyofCopyofSalvadorDaliInvisibleLionHorseSleepingWomanHysterianeedtofindsource.html
23FrancescoHayezMelancholyThrought1842Melancholypg120.jpg,Psychiatry,23FrancescoHayezMelancholyThrought1842Melancholypg120.html
26HieronymusBoschTheShipofFools1494MentalHealthpg126.jpg,Psychiatry,26HieronymusBoschTheShipofFools1494MentalHealthpg126.html
MadmanafterSirCharlesBell1844.jpg,Psychiatry,MadmanafterSirCharlesBell1844.html
WilliamHogarthTheRakeinBedlam1733.jpg,Psychiatry,WilliamHogarthTheRakeinBedlam1733.html
TheodoreGericaultPortraitofaManSufferingfromDelusionsofMilitaryCommand1822.jpg,Psychiatry,TheodoreGericaultPortraitofaManSufferingfromDelusionsofMilitaryCommand1822.html
1024pxJohnHenryFuseliTheNightmarejpg1781.jpg,Psychiatry,1024pxJohnHenryFuseliTheNightmarejpg1781.html
PhaedraandHippolytusRoman290CEmarble.jpg,Psychiatry,PhaedraandHippolytusRoman290CEmarble.html
GustaveCourbetSelfPortraitTheDesperateManc184345.jpg,Psychiatry,GustaveCourbetSelfPortraitTheDesperateManc184345.html
PaintingbyNilSaridepictingthetreatmentofinsanepatientsbymusicaltherapy.jpg,Psychiatry,PaintingbyNilSaridepictingthetreatmentofinsanepatientsbymusicaltherapy.html
10JanSteenLovesicknessca1660.jpg,Psychiatry,10JanSteenLovesicknessca1660.html
29LucasCranachtheElderMelancholy1532Melancholypg133.jpg,Psychiatry,29LucasCranachtheElderMelancholy1532Melancholypg133.html
35FranciscodeGoyaTheMadhouseca181214Madhousepg152.jpg,Psychiatry,35FranciscodeGoyaTheMadhouseca181214Madhousepg152.html
